Frame,LIE_00001[EELEC],LIE_00001[EVDW],[ETOTAL]
1,11.704,-4.828,6.876
2,10.9408,-5.0926,5.848199999999999
3,9.8031,-4.3282,5.474900000000001
4,11.3405,-4.8391,6.5014
5,11.3645,-4.9887,6.3758
6,12.086,-5.0891,6.9969
7,11.0275,-4.5105,6.5169999999999995
8,11.3162,-5.0988,6.2174000000000005
9,12.843,-5.0263,7.8167
10,11.5598,-4.6157,6.944099999999999
11,11.3864,-4.9297,6.4567
12,11.0235,-4.3038,6.7197000000000005
13,13.476,-4.7427,8.7333
14,10.7568,-4.9539,5.8029
15,10.8583,-4.6359,6.2223999999999995
16,10.483,-4.4735,6.009500000000001
17,12.3561,-5.0999,7.2562
18,11.3021,-4.4921,6.81
19,11.7622,-4.5347,7.2275
20,10.6359,-4.656,5.9799
21,12.2109,-5.0845,7.1264
22,12.1094,-4.2497,7.859700000000001
23,10.8394,-4.9234,5.9159999999999995
24,12.2327,-4.8969,7.3358
25,12.1862,-5.3389,6.8473
26,11.4104,-4.6009,6.809499999999999
27,13.2425,-5.8042,7.4383
28,12.3229,-4.375,7.947900000000001
29,11.9666,-5.2288,6.7378
30,11.7421,-4.7864,6.9557
31,12.219,-5.2245,6.9944999999999995
32,12.746,-4.7372,8.0088
33,11.4513,-4.8737,6.5775999999999994
34,11.7755,-4.9043,6.871199999999999
35,12.7224,-4.6205,8.1019
36,12.4926,-4.764,7.728599999999999
37,13.5578,-5.2709,8.2869
38,13.4582,-4.9478,8.5104
39,10.2513,-4.8947,5.3566
40,11.593,-4.5625,7.0305
41,11.8476,-4.7008,7.1468
42,12.2169,-5.2264,6.990500000000001
43,12.2604,-5.0541,7.206300000000001
44,12.7285,-5.006,7.7225
45,13.2481,-4.6281,8.620000000000001
46,12.8458,-4.3804,8.4654
47,12.8798,-5.0117,7.868099999999999
48,11.9982,-4.3359,7.662300000000001
49,11.3868,-5.0108,6.3759999999999994
50,11.0502,-5.0399,6.0103
51,10.5908,-4.8786,5.7122
52,11.4801,-4.7588,6.7213
53,12.8802,-4.8202,8.06
54,13.5069,-5.1199,8.387
55,12.2625,-5.0859,7.1766
56,11.8528,-5.342,6.510800000000001
57,12.2401,-4.93,7.3101
58,9.3451,-4.1375,5.2076
59,13.3476,-4.9781,8.369499999999999
60,11.8739,-4.5703,7.303600000000001
61,12.2502,-4.6123,7.637899999999999
62,12.2619,-4.9263,7.3356
63,11.5787,-4.9081,6.670599999999999
64,11.5516,-5.128,6.4236
65,12.8982,-4.6197,8.2785
66,13.5444,-5.2288,8.3156
67,12.0303,-4.7126,7.3177
68,11.4271,-4.7506,6.676499999999999
69,13.1013,-4.6153,8.486
70,11.0539,-5.0572,5.996700000000001
71,13.9597,-4.7454,9.2143
72,13.9144,-5.2479,8.666500000000001
73,11.8185,-5.6745,6.144
74,10.4404,-4.8503,5.5901000000000005
75,11.6632,-5.2822,6.381
76,12.8639,-5.3034,7.560499999999999
77,11.6382,-4.7778,6.860399999999999
78,10.7987,-5.2742,5.5245
79,13.2104,-5.3256,7.8848
80,11.5542,-5.4452,6.109
81,10.8436,-5.3204,5.5232
82,13.481,-5.3973,8.0837
83,12.0173,-5.4368,6.580500000000001
84,10.2024,-4.8049,5.397500000000001
85,13.3458,-4.6281,8.7177
86,12.5611,-5.3378,7.2233
87,11.2548,-4.972,6.282799999999999
88,12.4966,-5.2056,7.291000000000001
89,13.9274,-5.3324,8.595
90,11.9667,-4.6,7.3667
91,11.5874,-5.2629,6.3245000000000005
92,13.4012,-4.8304,8.570799999999998
93,12.1599,-5.3797,6.780200000000001
94,13.587,-5.2099,8.377099999999999
95,13.0591,-4.8518,8.2073
96,13.0848,-5.0771,8.0077
97,14.5565,-4.8408,9.7157
98,12.9267,-4.8858,8.0409
99,13.96,-5.3746,8.5854
100,11.4256,-5.2246,6.201
101,12.5153,-5.0024,7.5129
102,11.5723,-4.7255,6.8468
103,13.8626,-5.504,8.358600000000001
104,11.8928,-5.1675,6.725299999999999
105,13.1239,-4.8024,8.3215
106,14.4046,-4.1822,10.2224
107,12.4819,-4.8545,7.6274
108,13.4447,-5.2187,8.225999999999999
109,12.519,-4.1922,8.3268
110,10.7988,-4.7637,6.0351
111,14.0465,-4.9611,9.0854
112,12.8142,-5.4105,7.4037
113,11.1306,-4.7921,6.3385
114,14.413,-5.5076,8.9054
115,12.5058,-4.6984,7.8074
116,13.2963,-5.1014,8.1949
117,12.5603,-4.6237,7.936599999999999
118,13.4681,-4.8805,8.5876
119,11.7748,-4.772,7.002800000000001
120,12.634,-5.3928,7.2412
121,10.7405,-4.526,6.214500000000001
122,12.683,-4.828,7.8549999999999995
123,11.4879,-4.6768,6.8111
124,11.7095,-4.9549,6.7546
125,11.768,-4.6057,7.162300000000001
126,12.5901,-4.7783,7.8118
127,12.4882,-4.9523,7.535900000000001
128,12.7828,-5.2081,7.5747
129,13.6811,-5.1533,8.527800000000001
130,12.8296,-5.2321,7.597499999999999
131,13.6902,-5.0671,8.6231
132,12.8905,-5.3833,7.507199999999999
133,13.3334,-5.1649,8.168499999999998
134,10.8871,-4.6566,6.2305
135,11.9064,-4.7494,7.157
136,10.4181,-4.4661,5.952000000000001
137,12.752,-4.7078,8.0442
138,12.2007,-4.4944,7.7063
139,12.9082,-4.7934,8.1148
140,13.0213,-5.134,7.8873
141,12.1033,-4.9274,7.175900000000001
142,14.5701,-4.6568,9.9133
143,13.0608,-4.7584,8.3024
144,12.1195,-5.3252,6.794300000000001
145,14.3085,-4.9125,9.396
146,11.3026,-5.1738,6.1288
147,12.8461,-5.0749,7.771199999999999
148,11.5198,-4.6427,6.8771
149,12.5027,-4.8467,7.656000000000001
150,10.7152,-4.3053,6.4098999999999995
151,13.3697,-5.2205,8.1492
152,12.8379,-5.6982,7.1396999999999995
153,11.9927,-4.0606,7.932099999999999
154,11.8667,-5.114,6.7527
155,13.0658,-4.5221,8.5437
156,12.5462,-4.7676,7.778600000000001
157,13.3578,-5.5691,7.7886999999999995
158,13.1819,-5.0958,8.086100000000002
159,11.5496,-4.793,6.7566
160,14.9829,-4.9151,10.067800000000002
161,12.8987,-4.9932,7.9055
162,11.9394,-4.9502,6.989199999999999
163,12.1475,-5.2632,6.8843000000000005
164,13.6717,-4.833,8.8387
165,13.3288,-4.8913,8.4375
166,14.1731,-5.0149,9.1582
167,13.5957,-4.9886,8.6071
168,12.986,-4.8342,8.151800000000001
169,12.5469,-4.4233,8.1236
170,11.2742,-5.0499,6.2243
171,12.2519,-4.9752,7.276699999999999
172,13.0868,-5.0878,7.9990000000000006
173,14.3397,-5.4042,8.935500000000001
174,13.3188,-5.0153,8.3035
175,12.4319,-5.2584,7.173500000000001
176,12.9961,-4.9329,8.0632
177,12.642,-5.1492,7.492799999999999
178,13.3881,-4.3422,9.0459
179,12.3328,-4.7076,7.6252
180,12.848,-4.9148,7.933200000000001
181,10.3826,-4.942,5.4406
182,13.837,-4.7486,9.0884
183,12.5709,-4.9908,7.5801
184,11.8438,-4.4618,7.382
185,13.3542,-4.9449,8.409300000000002
186,11.7565,-4.4766,7.2799000000000005
187,12.6732,-4.8886,7.784599999999999
188,12.7414,-4.7188,8.0226
189,12.7812,-4.8247,7.9565
190,11.1452,-4.4189,6.726300000000001
191,13.3284,-5.0524,8.276
192,11.4901,-4.9726,6.5175
193,12.949,-5.2037,7.745299999999999
194,11.4031,-5.1207,6.2824
195,12.412,-4.5747,7.837300000000001
196,12.4661,-4.7241,7.742000000000001
197,12.1108,-4.5959,7.514899999999999
198,14.4887,-4.957,9.5317
199,13.0705,-4.8793,8.191199999999998
200,13.0396,-5.0214,8.0182
201,11.9529,-4.5801,7.3728
202,11.1299,-5.1588,5.971099999999999
203,13.9025,-5.4774,8.4251
204,13.1256,-4.8873,8.2383
205,13.9349,-5.3387,8.5962
206,14.2004,-5.1375,9.062899999999999
207,13.52,-5.0345,8.485499999999998
208,12.3667,-5.0276,7.3391
209,13.0097,-4.9438,8.0659
210,13.7494,-4.9461,8.8033
211,13.4682,-4.7195,8.7487
212,12.3025,-4.6108,7.6917
213,12.7318,-4.8107,7.9211
214,12.2799,-5.2197,7.0602
215,14.0197,-5.2069,8.8128
216,13.7682,-5.2532,8.515
217,13.2549,-4.9524,8.302499999999998
218,14.6438,-4.6399,10.003900000000002
219,10.577,-4.139,6.438
220,11.3894,-4.4811,6.9083000000000006
221,13.2099,-5.3324,7.8774999999999995
222,12.887,-4.7563,8.130700000000001
223,14.0899,-4.9519,9.138
224,13.2442,-5.1101,8.1341
225,13.4811,-4.9418,8.5393
226,13.2789,-4.9322,8.3467
227,11.2399,-4.1263,7.113600000000001
228,12.9048,-4.9367,7.9681
229,12.4197,-4.7286,7.6911000000000005
230,13.0028,-5.5108,7.492000000000001
231,10.9558,-4.895,6.0608
232,12.0389,-4.8942,7.1447
233,12.0986,-4.442,7.656599999999999
234,11.071,-4.7741,6.2969
235,11.7736,-4.8898,6.8838
236,11.9369,-5.0275,6.9094
237,11.7259,-4.8653,6.860599999999999
238,14.3679,-5.2374,9.130500000000001
239,13.4588,-5.0573,8.4015
240,13.5405,-4.6623,8.8782
241,11.3395,-5.1133,6.2261999999999995
242,12.2836,-4.6587,7.6249
243,13.0648,-4.8237,8.2411
244,11.4711,-4.132,7.3391
245,13.2388,-5.3864,7.852399999999999
246,12.9662,-4.5416,8.424600000000002
247,11.2138,-4.2086,7.005200000000001
248,12.9788,-5.0468,7.9319999999999995
249,11.699,-3.9485,7.7505
250,12.882,-5.1727,7.7093
251,13.8644,-5.4935,8.370899999999999
252,12.5673,-4.5795,7.987799999999999
253,12.3277,-5.0823,7.2454
254,13.0082,-4.9329,8.0753
255,13.0116,-4.9971,8.0145
256,13.9436,-4.8949,9.0487
257,13.5594,-4.6178,8.941600000000001
258,14.2725,-4.7173,9.555200000000001
259,14.2264,-5.167,9.0594
260,12.3007,-4.6103,7.690400000000001
261,13.2973,-5.109,8.1883
262,11.1654,-4.3492,6.8162
263,13.1962,-5.0824,8.1138
264,14.8404,-5.2151,9.625300000000001
265,12.7639,-4.8981,7.865799999999999
266,14.0919,-5.2418,8.850100000000001
267,12.8885,-4.5551,8.333400000000001
268,13.6795,-4.6949,8.9846
269,11.9371,-4.422,7.5150999999999994
270,10.1289,-4.525,5.603899999999999
271,13.6737,-4.4792,9.194500000000001
272,13.3111,-4.8088,8.5023
273,10.3596,-3.5466,6.813000000000001
274,11.0687,-4.5904,6.4783
275,12.4585,-4.3027,8.155800000000001
276,11.184,-4.1743,7.0097
277,11.8815,-4.3917,7.489800000000001
278,11.4538,-3.5833,7.8705
279,11.1964,-4.6008,6.595600000000001
280,12.7629,-4.9594,7.8035000000000005
281,11.0141,-5.0296,5.984499999999999
282,12.7201,-4.8774,7.842700000000001
283,12.1764,-5.1702,7.006199999999999
284,12.7936,-4.7322,8.061399999999999
285,13.1023,-4.8167,8.285599999999999
286,11.6157,-4.7478,6.867900000000001
287,10.3764,-4.1617,6.214700000000001
288,12.3033,-4.7989,7.5044
289,12.1407,-4.8884,7.252300000000001
290,11.9556,-4.9127,7.0429
291,11.5653,-4.8178,6.7475000000000005
292,12.6016,-5.2901,7.3115
293,12.2967,-5.2985,6.9982
294,12.5882,-5.1968,7.391400000000001
295,10.685,-4.7951,5.889900000000001
296,12.8691,-4.3873,8.4818
297,11.6531,-5.1837,6.4694
298,14.0825,-5.0077,9.0748
299,12.4565,-4.835,7.6215
300,14.5219,-5.1812,9.340700000000002
301,12.7327,-4.8799,7.852799999999999
302,13.1894,-4.5715,8.617899999999999
303,13.2999,-4.9791,8.320799999999998
304,12.0211,-5.0696,6.9515
305,10.6574,-4.8401,5.817300000000001
306,10.8047,-4.5203,6.284400000000001
307,13.0886,-5.044,8.044599999999999
308,12.7432,-4.5861,8.1571
309,11.3881,-4.6331,6.755
310,13.4319,-4.9184,8.5135
311,12.6159,-4.3412,8.2747
312,13.3773,-5.04,8.337299999999999
313,13.0138,-5.5432,7.4706
314,12.5599,-4.0826,8.4773
315,13.955,-5.5923,8.3627
316,12.2872,-5.2262,7.061
317,14.2909,-4.6044,9.6865
318,14.3218,-4.8698,9.452
319,13.111,-5.2254,7.885600000000001
320,12.1626,-5.1078,7.054799999999999
321,13.5026,-4.9813,8.5213
322,14.168,-5.0031,9.1649
323,13.0674,-4.9343,8.133099999999999
324,13.1405,-4.5982,8.5423
325,12.9929,-4.779,8.2139
326,13.2404,-5.0608,8.179599999999999
327,12.2277,-5.025,7.2027
328,12.4093,-4.858,7.5513
329,12.4431,-4.689,7.754099999999999
330,11.8755,-4.8585,7.017
331,11.0319,-4.9389,6.093
332,12.3632,-4.9804,7.3828000000000005
333,12.8844,-5.5865,7.297899999999999
334,12.3992,-4.7276,7.671600000000001
335,12.6128,-5.0256,7.5872
336,12.1037,-4.8585,7.2452
337,12.3295,-4.6021,7.727399999999999
338,11.3449,-5.7318,5.613100000000001
339,13.1614,-4.8252,8.336200000000002
340,11.9805,-4.9097,7.070799999999999
341,13.4064,-5.0118,8.3946
342,12.9938,-5.2852,7.708600000000001
343,11.6889,-5.3644,6.3245000000000005
344,12.9407,-5.1253,7.8153999999999995
345,11.2306,-5.0316,6.199000000000001
346,13.5923,-5.0864,8.5059
347,12.5979,-4.8415,7.756399999999999
348,12.7451,-4.9753,7.769800000000001
349,13.5024,-5.2953,8.2071
350,12.9691,-4.6167,8.3524
351,12.2751,-5.6592,6.6159
352,13.2076,-4.9204,8.287199999999999
353,11.574,-4.626,6.9479999999999995
354,13.096,-4.7718,8.324200000000001
355,10.7352,-4.8422,5.893000000000001
356,12.3461,-5.2908,7.0553
357,11.7903,-4.4667,7.3236
358,12.9035,-4.56,8.343499999999999
359,13.2696,-5.4462,7.8234
360,11.623,-4.7341,6.8889
361,10.9193,-4.408,6.511299999999999
362,11.9926,-4.8332,7.1594
363,13.2741,-4.6023,8.671800000000001
364,13.3114,-5.1744,8.137
365,12.4928,-4.4008,8.092
366,11.4249,-4.4468,6.9780999999999995
367,12.6069,-5.3511,7.2558
