Frame,LIE_00001[EELEC],LIE_00001[EVDW],[ETOTAL]
1,31.1238,-5.3482,25.775599999999997
2,29.9234,-5.1668,24.7566
3,29.4848,-5.7341,23.750700000000002
4,30.483,-5.0261,25.4569
5,27.5081,-4.3873,23.1208
6,30.4092,-5.0627,25.3465
7,28.3203,-3.4808,24.8395
8,28.8395,-5.6309,23.2086
9,30.8783,-5.4221,25.4562
10,28.3249,-3.5112,24.8137
11,29.6688,-5.0803,24.5885
12,30.0721,-2.384,27.6881
13,29.0197,-4.0927,24.927
14,31.7266,-6.1325,25.5941
15,27.5152,-4.0857,23.4295
16,27.7636,-3.7005,24.0631
17,26.2074,-4.9077,21.2997
18,29.2305,-6.2121,23.0184
19,29.7725,-5.6622,24.110300000000002
20,24.9439,-4.8522,20.0917
21,29.1714,-4.4268,24.7446
22,28.245,-5.8488,22.3962
23,25.7188,-5.1285,20.590300000000003
24,27.6739,-5.4628,22.211100000000002
25,26.1164,-5.522,20.5944
26,28.8336,-5.5193,23.3143
27,28.3133,-4.9324,23.3809
28,28.3577,-6.4741,21.8836
29,26.0265,-5.9128,20.113699999999998
30,30.1945,-5.5148,24.6797
31,25.1655,0.2207,25.386200000000002
32,28.634,-4.7467,23.8873
33,26.2079,-5.6468,20.5611
34,31.3366,-1.9121,29.424500000000002
35,28.1068,-5.7685,22.3383
36,27.9949,-4.8465,23.148400000000002
37,31.6933,-3.0435,28.6498
38,26.5047,-6.0809,20.4238
39,26.1767,-4.7312,21.4455
40,31.0704,-1.8367,29.2337
41,32.1473,-5.2771,26.8702
42,28.8377,-5.425,23.4127
43,30.9592,-3.5157,27.4435
44,27.116,-5.1252,21.9908
45,31.5443,-2.8807,28.6636
46,25.5053,-5.7098,19.795499999999997
47,27.1046,-5.3798,21.724800000000002
48,31.6185,-5.742,25.8765
49,27.3468,-5.0586,22.288200000000003
50,28.4993,-5.2579,23.241400000000002
51,25.7029,-4.8857,20.8172
52,30.2055,-4.6432,25.5623
53,32.2167,-3.6156,28.601100000000002
54,32.0867,-2.0131,30.0736
55,29.5898,-4.9929,24.5969
56,29.3681,-4.5994,24.7687
57,28.3013,-5.5106,22.7907
