Frame,LIE_00001[EELEC],LIE_00001[EVDW],[ETOTAL]
1,35.9059,-5.3272,30.5787
2,33.9117,-6.9542,26.957500000000003
3,33.2914,-6.5299,26.761500000000005
4,36.7619,-5.9566,30.805299999999995
5,36.8321,-5.3319,31.500199999999996
6,33.0099,-7.4208,25.589100000000002
7,37.2248,-4.6595,32.5653
8,34.5796,-6.8932,27.6864
9,37.8437,-5.1991,32.6446
10,34.8981,-5.4814,29.4167
11,35.3415,-5.7351,29.606400000000004
12,35.1361,-4.7184,30.4177
13,34.7137,-6.0993,28.614400000000003
14,36.0288,-4.7849,31.243899999999996
15,32.4001,-6.5238,25.8763
16,31.1008,-7.2308,23.869999999999997
17,33.9894,-5.962,28.027400000000004
18,33.4463,-6.6899,26.7564
19,35.7577,-3.2567,32.501
20,35.1169,-5.7921,29.324800000000003
21,33.2907,-6.9269,26.3638
22,35.7091,-5.3554,30.3537
23,33.8838,-6.2649,27.6189
24,33.3958,-4.0306,29.3652
25,32.902,-3.6681,29.233900000000002
26,35.239,-6.2868,28.952199999999998
27,36.6574,-5.5706,31.086800000000004
28,31.1398,-6.8682,24.2716
29,33.1726,-6.6633,26.509300000000003
30,33.7025,-7.4428,26.259700000000002
31,36.5597,-6.7298,29.8299
32,33.3384,-4.997,28.3414
33,30.6165,-6.8533,23.763199999999998
34,32.8562,-5.8844,26.9718
35,33.1934,-5.7041,27.489299999999997
36,33.8413,-5.9697,27.871599999999997
37,35.4492,-7.2714,28.177799999999998
38,37.6436,-4.6954,32.9482
39,35.5975,-5.9808,29.616699999999994
40,34.4328,-5.1351,29.2977
41,33.4809,-6.6454,26.835499999999996
42,34.9715,-6.2414,28.7301
43,35.7293,-6.2329,29.4964
44,37.0322,-7.2991,29.733100000000004
45,35.2394,-6.6854,28.554000000000002
46,31.6924,-6.6816,25.0108
47,35.5269,-4.856,30.670899999999996
48,34.7769,-6.8975,27.879399999999997
49,35.9851,-7.1828,28.802300000000002
50,34.2781,-6.9565,27.321600000000004
51,36.643,-7.1402,29.5028
52,35.4177,-5.5899,29.827800000000003
53,34.5863,-6.0751,28.511200000000002
54,37.1487,-4.9503,32.1984
55,33.2031,-6.0605,27.142599999999998
56,34.269,-6.2494,28.019599999999997
57,32.4986,-6.8241,25.674500000000002
58,35.2059,-5.6127,29.5932
59,32.3869,-6.3212,26.065699999999996
60,32.7346,-6.7296,26.005000000000003
61,37.2848,-3.5864,33.6984
62,37.2549,-5.1755,32.0794
63,34.6854,-4.9978,29.687600000000003
64,36.2146,-5.3738,30.840799999999998
65,35.5077,-3.3111,32.1966
66,36.6293,-4.962,31.6673
67,32.0965,-5.3014,26.795099999999998
68,34.5355,-6.6652,27.8703
69,35.136,-3.8645,31.271500000000003
70,33.6783,-6.1139,27.5644
71,34.2738,-6.467,27.806800000000003
72,36.8668,-5.3258,31.540999999999997
73,34.2362,-6.4045,27.831699999999998
74,34.6041,-6.1506,28.453500000000002
75,32.743,-4.3088,28.434200000000004
76,37.9635,-6.0723,31.891200000000005
77,34.7916,-5.2326,29.559000000000005
