Frame,LIE_00001[EELEC],LIE_00001[EVDW],[ETOTAL]
1,15.845,-0.0198,15.8252
2,18.4277,-0.027,18.4007
3,13.4732,-0.0249,13.4483
4,15.5237,-0.0226,15.5011
5,14.1166,-0.0287,14.0879
6,16.3491,-0.0262,16.3229
7,15.8021,-0.0307,15.7714
8,19.0081,-0.0317,18.976399999999998
9,14.2145,-0.0274,14.1871
10,9.9506,-0.0242,9.9264
11,13.4636,-0.0243,13.4393
12,10.2158,-0.0198,10.196
13,14.2542,-0.0193,14.234900000000001
14,15.3107,-0.0192,15.291500000000001
15,14.672,-0.0248,14.6472
16,10.8063,-0.0223,10.784
17,14.7006,-0.0266,14.674
18,11.635,-0.0163,11.6187
19,14.1374,-0.0187,14.118699999999999
20,10.6489,-0.0197,10.629199999999999
21,14.3005,-0.0174,14.2831
22,17.7651,-0.0218,17.7433
23,15.6309,-0.0189,15.612
24,11.8994,-0.0137,11.8857
25,16.1314,-0.025,16.1064
26,10.094,-0.0204,10.073599999999999
27,10.6429,-0.0084,10.6345
28,13.2455,-0.0088,13.236699999999999
29,12.2429,-0.0178,12.225100000000001
30,13.3613,-0.0257,13.3356
31,20.2052,-0.0293,20.175900000000002
32,15.3776,-0.02,15.3576
33,17.2587,-0.016,17.242700000000003
34,12.2312,-0.0193,12.2119
35,14.2742,-0.022,14.2522
36,12.2011,-0.0127,12.1884
37,12.7794,-0.0122,12.7672
38,11.3065,-0.0162,11.2903
39,13.9534,-0.0131,13.9403
40,14.5145,-0.0165,14.498
41,12.7579,-0.02,12.7379
42,13.5753,-0.0081,13.5672
43,14.0341,-0.0112,14.0229
44,13.6699,-0.0116,13.6583
45,12.6323,-0.0099,12.6224
46,8.534,-0.0066,8.5274
47,10.5065,-0.0063,10.500200000000001
48,13.2477,-0.0082,13.2395
49,11.2936,-0.0114,11.2822
50,10.723,-0.0112,10.7118
51,11.0881,-0.0234,11.0647
52,13.5454,-0.0195,13.5259
53,11.1425,-0.0163,11.1262
54,14.5471,-0.027,14.520100000000001
55,20.5171,-0.0263,20.4908
56,20.1106,-0.0261,20.084500000000002
57,13.9126,-0.0283,13.8843
58,6.327,-0.0236,6.3034
59,23.5626,-0.0376,23.525
60,26.5349,-0.0385,26.4964
61,10.5813,-0.0282,10.5531
62,12.846,-0.0248,12.8212
63,17.153,-0.0322,17.1208
64,15.6062,-0.0229,15.5833
